title,description,published date,url,publisher__href,publisher__title,,category
Stock market today: S&P 500 hits fresh record as stocks recover from CPI rout - Yahoo Finance,Stock market today: S&P 500 hits fresh record as stocks recover from CPI rout  Yahoo FinanceStock Market Today: Dow Jones closes up nearly 350 points after weaker-than-expected retail sales soothe inflation worries  MarketWatchStock market today: Stocks open steady after retail sales tumble  Yahoo FinanceWall Street rises to another record as Treasury yields ease  Honolulu Star-Advertiser,"Thu, 15 Feb 2024 21:09:00 GMT",https://news.google.com/rss/articles/CBMieWh0dHBzOi8vZmluYW5jZS55YWhvby5jb20vbmV3cy9zdG9jay1tYXJrZXQtdG9kYXktc3AtNTAwLWhpdHMtZnJlc2gtcmVjb3JkLWFzLXN0b2Nrcy1yZWNvdmVyLWZyb20tY3BpLXJvdXQtMjEwNjI0MzM2Lmh0bWzSAQA?oc=5&hl=en-IN&gl=IN&ceid=IN:en,https://finance.yahoo.com,Yahoo Finance,,Finance
"JPMorgan, State Street quit climate group, BlackRock steps back - Reuters","JPMorgan, State Street quit climate group, BlackRock steps back  ReutersJPMorgan Chase, BlackRock drop out of massive UN climate alliance in stunning move  Fox BusinessJ.P. Morgan, State Street Withdraw from $68 Trillion Climate-Investment Group  National ReviewJPMorgan, State Street leave major investor climate group  The Hill","Thu, 15 Feb 2024 23:07:00 GMT",https://news.google.com/rss/articles/CBMiigFodHRwczovL3d3dy5yZXV0ZXJzLmNvbS9zdXN0YWluYWJpbGl0eS9zdXN0YWluYWJsZS1maW5hbmNlLXJlcG9ydGluZy9qcG1vcmdhbi1mdW5kLWFybS1xdWl0cy1jbGltYXRlLWFjdGlvbi0xMDAtaW52ZXN0b3ItZ3JvdXAtMjAyNC0wMi0xNS_SAQA?oc=5&hl=en-IN&gl=IN&ceid=IN:en,https://www.reuters.com,Reuters,,Finance
"Scaramucci on Coinbase, Gensler and Bitcoin Forecast - Bloomberg Television","Scaramucci on Coinbase, Gensler and Bitcoin Forecast  Bloomberg TelevisionHere's how much money you'd have if you invested $1,000 in bitcoin 10 years ago  CNBCBitcoin Outlook: Crypto Market Cap Surges to $2 Trillion  Markets InsiderBitcoin euphoria is back as investors prepare for the quadrennial ‘halving’  CNNWhat Bitcoin over $50k could mean for US dollar  IG","Thu, 15 Feb 2024 22:00:09 GMT",https://news.google.com/rss/articles/CCAiC0kxaUpRNVc2QTR3mAEB?oc=5&hl=en-IN&gl=IN&ceid=IN:en,https://www.youtube.com,Bloomberg Television,,Finance
"Ford CEO tells Wall Street to forget Tesla, says 'Pro' business is the future of the auto industry - CNBC","Ford CEO tells Wall Street to forget Tesla, says 'Pro' business is the future of the auto industry  CNBC‘Stop looking FSD and Tesla,’ says Ford CEO  TESLARATIFord CEO tells Wall Street to forget Tesla, says 'Pro' business is the future of the auto industry  NBC 6 South FloridaJim Farley Says 'Stop Looking At FSD And Tesla,' Focus On Ford's Pro Instead: 'If You're Looking For The  BenzingaFord CEO urges the Wall Street to 'stop looking at Tesla'  Invezz","Thu, 15 Feb 2024 17:04:05 GMT",https://news.google.com/rss/articles/CBMiXGh0dHBzOi8vd3d3LmNuYmMuY29tLzIwMjQvMDIvMTUvZm9yZC1jZW8tZm9yZ2V0LXRlc2xhLXByby11bml0LWlzLWF1dG8taW5kdXN0cnlzLWZ1dHVyZS5odG1s0gFgaHR0cHM6Ly93d3cuY25iYy5jb20vYW1wLzIwMjQvMDIvMTUvZm9yZC1jZW8tZm9yZ2V0LXRlc2xhLXByby11bml0LWlzLWF1dG8taW5kdXN0cnlzLWZ1dHVyZS5odG1s?oc=5&hl=en-IN&gl=IN&ceid=IN:en,https://www.cnbc.com,CNBC,,Automative
Warren Buffett's Berkshire Hathaway dumps millions of Paramount shares - Fox Business,"Warren Buffett's Berkshire Hathaway dumps millions of Paramount shares  Fox BusinessBerkshire trims Apple, sheds four stocks, mum on new investment  Yahoo FinanceMarkets News, Feb. 15, 2024: Dow Leads Stocks Higher; Apple Slips as Berkshire Trims Stake  Investopedia","Thu, 15 Feb 2024 20:43:00 GMT",https://news.google.com/rss/articles/CBMiZmh0dHBzOi8vd3d3LmZveGJ1c2luZXNzLmNvbS9tYXJrZXRzL3dhcnJlbi1idWZmZXR0cy1iZXJrc2hpcmUtaGF0aGF3YXktZHVtcHMtbWlsbGlvbnMtcGFyYW1vdW50LXNoYXJlc9IBamh0dHBzOi8vd3d3LmZveGJ1c2luZXNzLmNvbS9tYXJrZXRzL3dhcnJlbi1idWZmZXR0cy1iZXJrc2hpcmUtaGF0aGF3YXktZHVtcHMtbWlsbGlvbnMtcGFyYW1vdW50LXNoYXJlcy5hbXA?oc=5&hl=en-IN&gl=IN&ceid=IN:en,https://www.foxbusiness.com,Fox Business,,Finance
'Shame on you': Uber drivers blast CEO at San Francisco headquarters protest - SFGATE,"'Shame on you': Uber drivers blast CEO at San Francisco headquarters protest  SFGATEUber, Lyft drivers to strike on Valentine's Day over pay  The Washington PostUber and Lyft drivers in Chicago plan airport strikes on Valentine's Day  Chicago TribuneUber, Lyft drivers are striking at 10 US airports on Valentine's Day. Here's why.  USA TODAYLyft guarantees weekly earnings to lure more drivers  Reuters","Thu, 15 Feb 2024 21:46:14 GMT",https://news.google.com/rss/articles/CBMiVmh0dHBzOi8vd3d3LnNmZ2F0ZS5jb20vdGVjaC9hcnRpY2xlL3ViZXItZHJpdmVycy1wcm90ZXN0LWhlYWRxdWFydGVycy1jZW8tMTg2Njk5MjIucGhw0gEA?oc=5&hl=en-IN&gl=IN&ceid=IN:en,https://www.sfgate.com,SFGATE,,TravelAndHospitality
"Applied Materials’ stock climbs as company logs earnings beat, sees AI momentum - MarketWatch","Applied Materials’ stock climbs as company logs earnings beat, sees AI momentum  MarketWatchAMAT Stock: Applied Materials Delivers Q1 Beat  Investor's Business DailyUPDATE 1-Applied Materials forecasts quarterly revenue above estimates  Yahoo Finance","Thu, 15 Feb 2024 22:12:00 GMT",https://news.google.com/rss/articles/CBMieGh0dHBzOi8vd3d3Lm1hcmtldHdhdGNoLmNvbS9zdG9yeS9hcHBsaWVkLW1hdGVyaWFscy1zdG9jay1jbGltYnMtYXMtY29tcGFueS1sb2dzLWVhcm5pbmdzLWJlYXQtc2Vlcy1haS1tb21lbnR1bS0zZTE0MmE5ZtIBfGh0dHBzOi8vd3d3Lm1hcmtldHdhdGNoLmNvbS9hbXAvc3RvcnkvYXBwbGllZC1tYXRlcmlhbHMtc3RvY2stY2xpbWJzLWFzLWNvbXBhbnktbG9ncy1lYXJuaW5ncy1iZWF0LXNlZXMtYWktbW9tZW50dW0tM2UxNDJhOWY?oc=5&hl=en-IN&gl=IN&ceid=IN:en,https://www.marketwatch.com,MarketWatch,,Technology
Roku Stock Drops Despite Beating User Target - Investor's Business Daily,"Roku Stock Drops Despite Beating User Target  Investor's Business DailyRoku’s stock sinks after earnings, but analyst sees ‘conservatism’ in outlook  MarketWatchRoku Hits Major Milestones, Surpassing 80 Million Active Accounts and More than 100 Billion Streaming Hours in 2023  Yahoo FinanceRoku Q4 Earnings: Edging Wall Street Revenue Expectations, Streaming Giant Passes 80 Million Active Accounts  Deadline","Thu, 15 Feb 2024 22:41:00 GMT",https://news.google.com/rss/articles/CBMiV2h0dHBzOi8vd3d3LmludmVzdG9ycy5jb20vbmV3cy90ZWNobm9sb2d5L3Jva3Utc3RvY2stZHJvcHMtZGVzcGl0ZS1iZWF0aW5nLXVzZXItdGFyZ2V0L9IBAA?oc=5&hl=en-IN&gl=IN&ceid=IN:en,https://www.investors.com,Investor's Business Daily,,Technology
Mohamed El-Erian on inflation: 'be careful of a Fed that is too data dependent' - Yahoo Finance,"Mohamed El-Erian on inflation: 'be careful of a Fed that is too data dependent'  Yahoo FinanceAn important lesson about your 401(k): Don’t fight the Fed  CNNInflation driven Dow plunge is worst in 11 months  Fox BusinessPrices rose more than expected in January as inflation won't go away  CNBCZacks.com featured highlights include Royal Caribbean Cruises, Amazon.com and Pinterest  Yahoo Finance","Thu, 15 Feb 2024 19:00:11 GMT",https://news.google.com/rss/articles/CCAiC21BZFEzX0Uyc2hzmAEB?oc=5&hl=en-IN&gl=IN&ceid=IN:en,https://www.youtube.com,Yahoo Finance,,Finance
"Mortgage rates rise on higher inflation, dimmed rate cut hopes - Yahoo Finance","Mortgage rates rise on higher inflation, dimmed rate cut hopes  Yahoo FinanceMortgage rates rise for the second week, reaching 6.77%  CNNMortgage rates surge higher again, causing homebuyers to pull back  CNBCMortgage demand tumbles as interest rates rise to highest level since December  Fox BusinessU.S. Buyers Socked by Double Whammy of Increasing Home Prices and Mortgage Rates  Mansion Global","Thu, 15 Feb 2024 18:04:58 GMT",https://news.google.com/rss/articles/CBMia2h0dHBzOi8vZmluYW5jZS55YWhvby5jb20vbmV3cy9tb3J0Z2FnZS1yYXRlcy1yaXNlLW9uLWhpZ2hlci1pbmZsYXRpb24tZGltbWVkLXJhdGUtY3V0LWhvcGVzLTE4MDQ1ODc5Ny5odG1s0gEA?oc=5&hl=en-IN&gl=IN&ceid=IN:en,https://finance.yahoo.com,Yahoo Finance,,Finance
"Stock Market Today: Dow, S&P Live Updates for February 16 - Bloomberg","Stock Market Today: Dow, S&P Live Updates for February 16  BloombergCNBC Daily Open: Lingering inflation problem  CNBCStocks climb, yields and dollar ease after US retail sales  Yahoo FinanceMorning Bid: Bracing for US inflation aftershock  Reuters","Thu, 15 Feb 2024 22:56:13 GMT",https://news.google.com/rss/articles/CBMiWmh0dHBzOi8vd3d3LmJsb29tYmVyZy5jb20vbmV3cy9hcnRpY2xlcy8yMDI0LTAyLTE1L3N0b2NrLW1hcmtldC10b2RheS1kb3ctcy1wLWxpdmUtdXBkYXRlc9IBAA?oc=5&hl=en-IN&gl=IN&ceid=IN:en,https://www.bloomberg.com,Bloomberg,,Finance
Super Micro Computer Stock Soars 14% to Record High on Anticipation of AI Growth - Investopedia,"Super Micro Computer Stock Soars 14% to Record High on Anticipation of AI Growth  InvestopediaCan Super Micro Computer Stock's Parabolic Move Continue?  Yahoo FinanceStock Market Today: Russell 2000 Leads Indexes Higher, Dow Jones Up; SMCI Surpasses 1,000  Investor's Business DailySuper Micro’s stock has surged 900% in a year. Why BofA is making a ‘buy’ call.  MarketWatch","Thu, 15 Feb 2024 22:33:06 GMT",https://news.google.com/rss/articles/CBMicWh0dHBzOi8vd3d3LmludmVzdG9wZWRpYS5jb20vc3VwZXItbWljcm8tY29tcHV0ZXItc2hhcmVzLXNvYXItdG8tcmVjb3JkLWhpZ2gtb24tYW50aWNpcGF0aW9uLW9mLWFpLWdyb3d0aC04NTgzODI40gEA?oc=5&hl=en-IN&gl=IN&ceid=IN:en,https://www.investopedia.com,Investopedia,,Technology
"As earnings loom, Nvidia options traders brace for monster share move - Reuters","As earnings loom, Nvidia options traders brace for monster share move  ReutersView Full Coverage on Google News","Thu, 15 Feb 2024 19:34:00 GMT",https://news.google.com/rss/articles/CBMicmh0dHBzOi8vd3d3LnJldXRlcnMuY29tL2J1c2luZXNzL2ZpbmFuY2UvZWFybmluZ3MtbG9vbS1udmlkaWEtb3B0aW9ucy10cmFkZXJzLWJyYWNlLW1vbnN0ZXItc2hhcmUtbW92ZS0yMDI0LTAyLTE1L9IBAA?oc=5&hl=en-IN&gl=IN&ceid=IN:en,https://www.reuters.com,Reuters,,Technology
The Reality of Plunging Office Building Values - Bloomberg Television,The Reality of Plunging Office Building Values  Bloomberg TelevisionHow Much Will Commercial Property Crisis Cost Banks?  BloombergBreakingviews - US real estate is a micro-drama set to turn macro  ReutersOffice debt is stressing banks. That matters for mortgages  Yahoo Finance,"Thu, 15 Feb 2024 18:39:13 GMT",https://news.google.com/rss/articles/CCAiCzNCdEdRNUdPUlZzmAEB?oc=5&hl=en-IN&gl=IN&ceid=IN:en,https://www.youtube.com,Bloomberg Television,,Finance
US regulator eases restrictions on Wells Fargo - The Associated Press,"US regulator eases restrictions on Wells Fargo  The Associated PressWells Fargo says regulator has lifted a key penalty tied to its 2016 fake accounts scandal  CNBCRegulators terminate Wells Fargo consent order, boosting stock  The Washington PostWells Fargo's regulatory burden eases as watchdog lifts a 2016 punishment  Reuters","Thu, 15 Feb 2024 21:22:30 GMT",https://news.google.com/rss/articles/CBMid2h0dHBzOi8vYXBuZXdzLmNvbS9hcnRpY2xlL3dlbGxzLWZhcmdvLWNvbXB0cm9sbGVyLW9mLWN1cnJlbmN5LXNhbGVzLXByYWN0aWNlcy1zY2FuZGFsLWQzZjQxYjNkYmFiNGRlNzQ0NjJmZDNmZTI1ODVkNTBl0gEA?oc=5&hl=en-IN&gl=IN&ceid=IN:en,https://apnews.com,The Associated Press,,Finance
"Cisco to lay off more than 4,000 employees to focus on artificial intelligence - New York Post","Cisco to lay off more than 4,000 employees to focus on artificial intelligence  New York Post Cisco to lay off thousands of employees  CNNCisco's AI push in focus as shares fall on tepid networking gear demand  Yahoo FinanceCisco says it's cutting 5% of global workforce, amounting to over 4,000 jobs  CNBCBay Area tech giant Cisco to lay off more than 4,000, again  SFGATE","Thu, 15 Feb 2024 14:20:00 GMT",https://news.google.com/rss/articles/CBMiYGh0dHBzOi8vbnlwb3N0LmNvbS8yMDI0LzAyLzE1L2J1c2luZXNzL2Npc2NvLXRvLWxheS1vZmYtbW9yZS10aGFuLTQwMDAtZW1wbG95ZWVzLXRvLWZvY3VzLW9uLWFpL9IBZGh0dHBzOi8vbnlwb3N0LmNvbS8yMDI0LzAyLzE1L2J1c2luZXNzL2Npc2NvLXRvLWxheS1vZmYtbW9yZS10aGFuLTQwMDAtZW1wbG95ZWVzLXRvLWZvY3VzLW9uLWFpL2FtcC8?oc=5&hl=en-IN&gl=IN&ceid=IN:en,https://nypost.com,New York Post,,Technology
Pressure on Jeremy Hunt as the UK enters recession - Times Radio,"Pressure on Jeremy Hunt as the UK enters recession  Times RadioBritain falls into recession, with worst GDP performance in 2023 in years  CNNStagnating UK Economy Is Crying Out For Rate Cuts  BloombergUK tips into recession in blow to Rishi Sunak  The GuardianNo soft landing: The US economy is going to fall into recession in the middle of 2024, Citi's chief economist says  Yahoo Finance","Thu, 15 Feb 2024 15:00:15 GMT",https://news.google.com/rss/articles/CCAiC0p3VC1EcW1qZnEwmAEB?oc=5&hl=en-IN&gl=IN&ceid=IN:en,https://www.youtube.com,Times Radio,,Finance
Trade Desk shares soar on revenue beat and strong guidance - CNBC,"Trade Desk shares soar on revenue beat and strong guidance  CNBCTrade Desk’s stock roars as earnings forecast crushes expectations  MarketWatchWhat To Expect From The Trade Desk's (TTD) Q4 Earnings  Yahoo FinanceAt US$73.91, Is It Time To Put The Trade Desk, Inc. (NASDAQ:TTD) On Your Watch List?  Simply Wall StTrade Desk Jumps As Internet TV Drives Strong Revenue Outlook  Investor's Business Daily","Thu, 15 Feb 2024 22:07:11 GMT",https://news.google.com/rss/articles/CBMiP2h0dHBzOi8vd3d3LmNuYmMuY29tLzIwMjQvMDIvMTUvdHJhZGVkZXNrLWVhcm5pbmdzLXE0LTIwMjMuaHRtbNIBQ2h0dHBzOi8vd3d3LmNuYmMuY29tL2FtcC8yMDI0LzAyLzE1L3RyYWRlZGVzay1lYXJuaW5ncy1xNC0yMDIzLmh0bWw?oc=5&hl=en-IN&gl=IN&ceid=IN:en,https://www.cnbc.com,CNBC,,Technology
Biden-Harris Administration Announces Nearly $1 Billion in Grants from the Bipartisan Infrastructure Law to Improve 114 Airports Across the U.S. - Federal Aviation Administration,Biden-Harris Administration Announces Nearly $1 Billion in Grants from the Bipartisan Infrastructure Law to Improve 114 Airports Across the U.S.  Federal Aviation AdministrationUS Airports Get Nearly $1 Billion in Federal Funds for Makeovers  Yahoo FinanceO'Hare to receive $40 million in federal grant money  Chicago Sun-TimesChicago O’Hare International Airport gets $40 million in funding for Terminal 3 improvements  WGN TV ChicagoPete Buttigieg on the future of air travel  Fast Company,"Thu, 15 Feb 2024 14:24:31 GMT",https://news.google.com/rss/articles/CBMidGh0dHBzOi8vd3d3LmZhYS5nb3YvbmV3c3Jvb20vYmlkZW4taGFycmlzLWFkbWluaXN0cmF0aW9uLWFubm91bmNlcy1uZWFybHktMS1iaWxsaW9uLWdyYW50cy1iaXBhcnRpc2FuLWluZnJhc3RydWN0dXJl0gEA?oc=5&hl=en-IN&gl=IN&ceid=IN:en,https://www.faa.gov,Federal Aviation Administration,,TravelAndHospitality
Penn National Gaming (NASDAQ:PENN) Plunges after Catastrophic Earnings Report - TipRanks.com - TipRanks,Penn National Gaming (NASDAQ:PENN) Plunges after Catastrophic Earnings Report - TipRanks.com  TipRanksWhy Penn Entertainment's Stock Plunged 15.8% Today  Yahoo FinanceWarning! Penn National Gaming Stock (NASDAQ:PENN) Isn't One to Gamble On - TipRanks.com  TipRanksPenn Entertainment results not so entertaining | Business News | wfmz.com  69News WFMZ-TV,"Thu, 15 Feb 2024 19:52:30 GMT",https://news.google.com/rss/articles/CBMiZ2h0dHBzOi8vd3d3LnRpcHJhbmtzLmNvbS9uZXdzL3Blbm4tbmF0aW9uYWwtZ2FtaW5nLW5hc2RhcXBlbm4tcGx1bmdlcy1hZnRlci1lYXJuaW5ncy1jb21lLXVwLXNuYWtlLWV5ZXPSAQA?oc=5&hl=en-IN&gl=IN&ceid=IN:en,https://www.tipranks.com,TipRanks,,Finance
Working From Home Could Put Your Job at Risk When Layoffs Come - Business Insider,"Working From Home Could Put Your Job at Risk When Layoffs Come  Business InsiderCEOs and Data Agree: If Workers Want a Promotion, They Have to Go Into the Office at Least 4 Days a Week  Inc.6 Downsides of Remote Work That Nobody Talks About  Yahoo FinanceWhy the working from home WFH revolution stalled and is now losing ground  New Zealand HeraldRemote Worker Careers On The Chopping Block, According To Surprising New Report  Forbes","Thu, 15 Feb 2024 10:22:00 GMT",https://news.google.com/rss/articles/CBMiZWh0dHBzOi8vd3d3LmJ1c2luZXNzaW5zaWRlci5jb20vd29ya2luZy1mcm9tLWhvbWUtcmVtb3RlLXdvcmstaW5jcmVhc2VkLWxheW9mZi1yaXNrLWpvYi1tYXJrZXQtMjAyNC0y0gEA?oc=5&hl=en-IN&gl=IN&ceid=IN:en,https://www.businessinsider.com,Business Insider,,HomeAndGarden
